date,symbol,year,quarter,net_income,total_assets,source,book_value
31-03-2015,ASHOKLEY,2015,FY,-205,19592,screener_html,4512
31-03-2016,ASHOKLEY,2016,FY,712,22123,screener_html,5264
31-03-2017,ASHOKLEY,2017,FY,1633,26609,screener_html,6393
31-03-2018,ASHOKLEY,2018,FY,1814,33383,screener_html,7421
31-03-2019,ASHOKLEY,2019,FY,2195,39126,screener_html,8746
31-03-2020,ASHOKLEY,2020,FY,460,38130,screener_html,7789
31-03-2021,ASHOKLEY,2021,FY,-70,42058,screener_html,7862
31-03-2022,ASHOKLEY,2022,FY,-285,43574,screener_html,7304
31-03-2023,ASHOKLEY,2023,FY,1359,54697,screener_html,8552
31-03-2024,ASHOKLEY,2024,FY,2696,67595,screener_html,9005
31-03-2025,ASHOKLEY,2025,FY,3383,85310,screener_html,12583
31-03-2014,ASIANPAINT,2014,FY,1263,8075,screener_html,4039
31-03-2015,ASIANPAINT,2015,FY,1427,8914,screener_html,4742
31-03-2016,ASIANPAINT,2016,FY,1803,10559,screener_html,6525
31-03-2017,ASIANPAINT,2017,FY,2016,12405,screener_html,7604
31-03-2018,ASIANPAINT,2018,FY,2098,13763,screener_html,8410
31-03-2019,ASIANPAINT,2019,FY,2208,16249,screener_html,9471
31-03-2020,ASIANPAINT,2020,FY,2774,16138,screener_html,10130
31-03-2021,ASIANPAINT,2021,FY,3207,20355,screener_html,12806
31-03-2022,ASIANPAINT,2022,FY,3085,22958,screener_html,13812
31-03-2023,ASIANPAINT,2023,FY,4195,25779,screener_html,15992
31-03-2024,ASIANPAINT,2024,FY,5558,29901,screener_html,18728
31-03-2025,ASIANPAINT,2025,FY,3710,31349,screener_html,19579
31-03-2015,ASTERDM,2015,FY,272,4409,screener_html,1485
31-03-2016,ASTERDM,2016,FY,8,5743,screener_html,420
31-03-2017,ASTERDM,2017,FY,98,6804,screener_html,1875
31-03-2018,ASTERDM,2018,FY,282,7479,screener_html,2832
31-03-2019,ASTERDM,2019,FY,367,8928,screener_html,3214
31-03-2020,ASTERDM,2020,FY,315,12405,screener_html,3272
31-03-2021,ASTERDM,2021,FY,178,11620,screener_html,3372
31-03-2022,ASTERDM,2022,FY,601,12521,screener_html,3580
31-03-2023,ASTERDM,2023,FY,475,14836,screener_html,4074
31-03-2024,ASTERDM,2024,FY,212,17983,screener_html,4186
31-03-2025,ASTERDM,2025,FY,5408,6600,screener_html,3054
31-03-2026,ASTERDM,2026,FY,427,8112,screener_html,4576
31-03-2014,ASTRAL,2014,FY,79,694,screener_html,315
31-03-2015,ASTRAL,2015,FY,78,1165,screener_html,619
31-03-2016,ASTRAL,2016,FY,102,1301,screener_html,708
31-03-2017,ASTRAL,2017,FY,145,1462,screener_html,847
31-03-2018,ASTRAL,2018,FY,176,1675,screener_html,1018
31-03-2019,ASTRAL,2019,FY,197,2099,screener_html,1278
31-03-2020,ASTRAL,2020,FY,250,2289,screener_html,1503
31-03-2021,ASTRAL,2021,FY,408,2673,screener_html,1896
31-03-2022,ASTRAL,2022,FY,490,3387,screener_html,2336
31-03-2023,ASTRAL,2023,FY,472,4362,screener_html,2711
31-03-2024,ASTRAL,2024,FY,546,4496,screener_html,3188
31-03-2025,ASTRAL,2025,FY,519,5198,screener_html,3776
31-03-2018,ATGL,2018,FY,162,2803,screener_html,1016
31-03-2019,ATGL,2019,FY,229,2048,screener_html,1102
31-03-2020,ATGL,2020,FY,436,2476,screener_html,1471
31-03-2021,ATGL,2021,FY,463,3204,screener_html,1934
31-03-2022,ATGL,2022,FY,509,4415,screener_html,2416
31-03-2023,ATGL,2023,FY,546,5645,screener_html,2941
31-03-2024,ATGL,2024,FY,668,6592,screener_html,3580
31-03-2025,ATGL,2025,FY,654,7665,screener_html,4207
31-03-2026,ATGL,2026,FY,656,9549,screener_html,4865
31-03-2020,ATHERENERG,2020,FY,-220,518,screener_html,250.02
31-03-2021,ATHERENERG,2021,FY,-233,741,screener_html,376.02
31-03-2022,ATHERENERG,2022,FY,-344,819,screener_html,224.02
31-03-2023,ATHERENERG,2023,FY,-864,1977,screener_html,614.02
31-03-2024,ATHERENERG,2024,FY,-1060,1914,screener_html,545
31-03-2025,ATHERENERG,2025,FY,-812,2101,screener_html,493
31-03-2026,ATHERENERG,2026,FY,-517,4722,screener_html,2572
31-03-2015,ATUL,2015,FY,240,1823,screener_html,1039
31-03-2016,ATUL,2016,FY,274,2465,screener_html,1615
31-03-2017,ATUL,2017,FY,323,2724,screener_html,1966
31-03-2018,ATUL,2018,FY,281,3009,screener_html,2244
31-03-2019,ATUL,2019,FY,436,3543,screener_html,2706
31-03-2020,ATUL,2020,FY,671,4144,screener_html,3155
31-03-2021,ATUL,2021,FY,660,4935,screener_html,3827
31-03-2022,ATUL,2022,FY,605,5690,screener_html,4429
31-03-2023,ATUL,2023,FY,507,5752,screener_html,4672
31-03-2024,ATUL,2024,FY,324,6455,screener_html,5114
31-03-2025,ATUL,2025,FY,499,6980,screener_html,5598
31-03-2026,ATUL,2026,FY,689,7900,screener_html,6221
31-03-2014,AUBANK,2014,FY,101,3377,screener_html,649
31-03-2015,AUBANK,2015,FY,163,4823,screener_html,838
31-03-2016,AUBANK,2016,FY,247,7933,screener_html,1066
31-03-2017,AUBANK,2017,FY,762,9812,screener_html,1987
31-03-2014,AUROPHARMA,2014,FY,1169,9490,screener_html,3750
31-03-2015,AUROPHARMA,2015,FY,1571,12910,screener_html,5156
31-03-2016,AUROPHARMA,2016,FY,2024,15896,screener_html,7288
31-03-2017,AUROPHARMA,2017,FY,2301,16200,screener_html,9372
31-03-2018,AUROPHARMA,2018,FY,2423,20942,screener_html,11681
31-03-2019,AUROPHARMA,2019,FY,2364,26271,screener_html,13891
31-03-2020,AUROPHARMA,2020,FY,2844,28765,screener_html,16825
31-03-2021,AUROPHARMA,2021,FY,5334,33416,screener_html,21930
31-03-2022,AUROPHARMA,2022,FY,2647,33638,screener_html,24576
31-03-2023,AUROPHARMA,2023,FY,1928,39505,screener_html,26840
31-03-2024,AUROPHARMA,2024,FY,3169,44717,screener_html,29843
31-03-2025,AUROPHARMA,2025,FY,3484,52546,screener_html,35041
31-03-2019,AWL,2019,FY,376,11603,screener_html,2111
31-03-2020,AWL,2020,FY,461,11786,screener_html,2570
31-03-2021,AWL,2021,FY,729,13328,screener_html,3299
31-03-2022,AWL,2022,FY,804,21317,screener_html,7606
31-03-2023,AWL,2023,FY,582,20979,screener_html,8166
31-03-2024,AWL,2024,FY,148,19777,screener_html,8316
31-03-2025,AWL,2025,FY,1226,22412,screener_html,9424
31-03-2026,AWL,2026,FY,1045,24759,screener_html,10440
31-03-2015,AXISBANK,2015,FY,7450,467243,screener_html,44949
31-03-2016,AXISBANK,2016,FY,8358,546387,screener_html,53559
31-03-2017,AXISBANK,2017,FY,3967,611462,screener_html,56380
31-03-2018,AXISBANK,2018,FY,464,703703,screener_html,64207
31-03-2019,AXISBANK,2019,FY,5047,814046,screener_html,67802
31-03-2020,AXISBANK,2020,FY,1879,927872,screener_html,86340
31-03-2021,AXISBANK,2021,FY,7252,1001005,screener_html,103594
31-03-2022,AXISBANK,2022,FY,14207,1195779,screener_html,118261
31-03-2023,AXISBANK,2023,FY,10919,1344418,screener_html,129781
31-03-2024,AXISBANK,2024,FY,26492,1518239,screener_html,157023
31-03-2025,AXISBANK,2025,FY,28191,1656963,screener_html,187235
31-03-2026,AXISBANK,2026,FY,26548,1946050,screener_html,213579
31-03-2015,BAJAJ-AUTO,2015,FY,3026,15966,screener_html,11095
31-03-2016,BAJAJ-AUTO,2016,FY,4061,17240,screener_html,14020
31-03-2017,BAJAJ-AUTO,2017,FY,4079,21638,screener_html,17856
31-03-2018,BAJAJ-AUTO,2018,FY,4219,25141,screener_html,20425
31-03-2019,BAJAJ-AUTO,2019,FY,4928,28834,screener_html,23233
31-03-2020,BAJAJ-AUTO,2020,FY,5212,26510,screener_html,21662
31-03-2021,BAJAJ-AUTO,2021,FY,4857,33602,screener_html,27273
31-03-2022,BAJAJ-AUTO,2022,FY,6166,35111,screener_html,29859
31-03-2023,BAJAJ-AUTO,2023,FY,6060,35136,screener_html,29362
31-03-2024,BAJAJ-AUTO,2024,FY,7708,39344,screener_html,28962
31-03-2025,BAJAJ-AUTO,2025,FY,7325,54110,screener_html,35188
31-03-2026,BAJAJ-AUTO,2026,FY,10574,77223,screener_html,38832
31-03-2015,BAJAJFINSV,2015,FY,2409,88228,screener_html,11089
31-03-2016,BAJAJFINSV,2016,FY,2775,103951,screener_html,13599
31-03-2017,BAJAJFINSV,2017,FY,3450,128614,screener_html,16151
31-03-2018,BAJAJFINSV,2018,FY,4176,161514,screener_html,20483
31-03-2019,BAJAJFINSV,2019,FY,5374,208428,screener_html,23740
31-03-2020,BAJAJFINSV,2020,FY,5994,251304,screener_html,31302
31-03-2021,BAJAJFINSV,2021,FY,7367,279845,screener_html,35830
31-03-2022,BAJAJFINSV,2022,FY,8314,333413,screener_html,40247
31-03-2023,BAJAJFINSV,2023,FY,12210,405401,screener_html,46407
31-03-2024,BAJAJFINSV,2024,FY,15595,537415,screener_html,60328
31-03-2025,BAJAJFINSV,2025,FY,17558,651519,screener_html,72396
31-03-2026,BAJAJFINSV,2026,FY,19669,758498,screener_html,77915
31-03-2020,BAJAJHFL,2020,FY,421,31372,screener_html,5585
31-03-2021,BAJAJHFL,2021,FY,453,37858,screener_html,6032
31-03-2022,BAJAJHFL,2022,FY,710,48527,screener_html,6741
31-03-2023,BAJAJHFL,2023,FY,1258,64654,screener_html,10503
31-03-2024,BAJAJHFL,2024,FY,1731,81827,screener_html,12233
31-03-2025,BAJAJHFL,2025,FY,2163,102809,screener_html,19947
31-03-2026,BAJAJHFL,2026,FY,2560,127147,screener_html,22523
31-03-2015,BAJAJHLDNG,2015,FY,2029,13893,screener_html,13393
31-03-2016,BAJAJHLDNG,2016,FY,2265,15472,screener_html,15293
31-03-2017,BAJAJHLDNG,2017,FY,2473,17889,screener_html,17818
31-03-2018,BAJAJHLDNG,2018,FY,2655,25269,screener_html,25201
31-03-2019,BAJAJHLDNG,2019,FY,3048,27008,screener_html,26952
31-03-2020,BAJAJHLDNG,2020,FY,3080,32729,screener_html,27763
31-03-2021,BAJAJHLDNG,2021,FY,3654,45490,screener_html,37167
31-03-2022,BAJAJHLDNG,2022,FY,4126,53588,screener_html,42842
31-03-2023,BAJAJHLDNG,2023,FY,4946,53188,screener_html,44182
31-03-2024,BAJAJHLDNG,2024,FY,7365,65161,screener_html,54247
31-03-2025,BAJAJHLDNG,2025,FY,6626,75266,screener_html,62687
31-03-2026,BAJAJHLDNG,2026,FY,9789,85187,screener_html,73150
31-03-2015,BAJFINANCE,2015,FY,898,32780,screener_html,4800
31-03-2016,BAJFINANCE,2016,FY,1279,46973,screener_html,7427
31-03-2017,BAJFINANCE,2017,FY,1836,63731,screener_html,9600
31-03-2018,BAJFINANCE,2018,FY,2496,84798,screener_html,15848
31-03-2019,BAJFINANCE,2019,FY,3995,124233,screener_html,19697
31-03-2020,BAJFINANCE,2020,FY,5264,164391,screener_html,32328
31-03-2021,BAJFINANCE,2021,FY,4420,171470,screener_html,36918
31-03-2022,BAJFINANCE,2022,FY,7028,212505,screener_html,43713
31-03-2023,BAJFINANCE,2023,FY,11508,275226,screener_html,54372
31-03-2024,BAJFINANCE,2024,FY,14451,375742,screener_html,76696
31-03-2025,BAJFINANCE,2025,FY,16779,466127,screener_html,96693
31-03-2026,BAJFINANCE,2026,FY,19332,559952,screener_html,113999
31-03-2015,BALKRISIND,2015,FY,473,5318,screener_html,2276
31-03-2016,BALKRISIND,2016,FY,446,5398,screener_html,2775
31-03-2017,BALKRISIND,2017,FY,717,5789,screener_html,3543
31-03-2018,BALKRISIND,2018,FY,736,5878,screener_html,4084
31-03-2019,BALKRISIND,2019,FY,774,6479,screener_html,4654
31-03-2020,BALKRISIND,2020,FY,960,6806,screener_html,5009
31-03-2021,BALKRISIND,2021,FY,1178,8166,screener_html,6000
31-03-2022,BALKRISIND,2022,FY,1435,10979,screener_html,6933
31-03-2023,BALKRISIND,2023,FY,1057,12348,screener_html,7557
31-03-2024,BALKRISIND,2024,FY,1471,13685,screener_html,8854
31-03-2025,BALKRISIND,2025,FY,1655,15635,screener_html,10388
31-03-2026,BALKRISIND,2026,FY,1243,17766,screener_html,10956
31-03-2014,BALRAMCHIN,2014,FY,8,4159,screener_html,1216
31-03-2015,BALRAMCHIN,2015,FY,-58,3904,screener_html,1127
31-03-2016,BALRAMCHIN,2016,FY,100,3701,screener_html,1229
31-03-2017,BALRAMCHIN,2017,FY,593,4027,screener_html,1561
31-03-2018,BALRAMCHIN,2018,FY,232,3700,screener_html,1617
31-03-2019,BALRAMCHIN,2019,FY,576,4703,screener_html,2118
31-03-2020,BALRAMCHIN,2020,FY,519,4808,screener_html,2416
31-03-2021,BALRAMCHIN,2021,FY,480,4634,screener_html,2619
31-03-2022,BALRAMCHIN,2022,FY,465,4492,screener_html,2769
31-03-2023,BALRAMCHIN,2023,FY,284,5429,screener_html,2895
31-03-2024,BALRAMCHIN,2024,FY,534,6088,screener_html,3401
31-03-2025,BALRAMCHIN,2025,FY,437,5224,screener_html,3919
31-03-2015,BANDHANBNK,2015,FY,1,527,screener_html,502
31-03-2016,BANDHANBNK,2016,FY,275,19756,screener_html,3334
31-03-2017,BANDHANBNK,2017,FY,1112,30236,screener_html,4446
31-03-2018,BANDHANBNK,2018,FY,1346,44310,screener_html,9382
31-03-2019,BANDHANBNK,2019,FY,1952,56442,screener_html,11202
31-03-2020,BANDHANBNK,2020,FY,3024,91718,screener_html,15195
31-03-2021,BANDHANBNK,2021,FY,2205,115016,screener_html,17409
31-03-2022,BANDHANBNK,2022,FY,126,138867,screener_html,17381
31-03-2023,BANDHANBNK,2023,FY,2195,156037,screener_html,19584
31-03-2024,BANDHANBNK,2024,FY,2230,177842,screener_html,21610
31-03-2025,BANDHANBNK,2025,FY,2745,191476,screener_html,24605
31-03-2026,BANDHANBNK,2026,FY,1224,211124,screener_html,25256
31-03-2015,BANKBARODA,2015,FY,3950,733966,screener_html,42018
31-03-2016,BANKBARODA,2016,FY,-5033,691173,screener_html,42503
31-03-2017,BANKBARODA,2017,FY,1855,719216,screener_html,43067
31-03-2018,BANKBARODA,2018,FY,-1836,747796,screener_html,46566
31-03-2019,BANKBARODA,2019,FY,1166,819670,screener_html,54996
31-03-2020,BANKBARODA,2020,FY,981,1199935,screener_html,76104
31-03-2021,BANKBARODA,2021,FY,1620,1202667,screener_html,82390
31-03-2022,BANKBARODA,2022,FY,7933,1340121,screener_html,91869
31-03-2023,BANKBARODA,2023,FY,15005,1525871,screener_html,105055
31-03-2024,BANKBARODA,2024,FY,18869,1654775,screener_html,119713
31-03-2025,BANKBARODA,2025,FY,20865,1861766,screener_html,146503
31-03-2026,BANKBARODA,2026,FY,20070,2101502,screener_html,165869
31-03-2015,BANKINDIA,2015,FY,2015,625150,screener_html,32523
31-03-2016,BANKINDIA,2016,FY,-6276,616628,screener_html,33345
31-03-2017,BANKINDIA,2017,FY,-1492,632026,screener_html,33629
31-03-2018,BANKINDIA,2018,FY,-5982,615184,screener_html,36757
31-03-2019,BANKINDIA,2019,FY,-5426,630881,screener_html,47652
31-03-2020,BANKINDIA,2020,FY,-3051,663017,screener_html,45073
31-03-2021,BANKINDIA,2021,FY,2081,732786,screener_html,49981
31-03-2022,BANKINDIA,2022,FY,3487,743131,screener_html,56522
31-03-2023,BANKINDIA,2023,FY,3839,826036,screener_html,60433
31-03-2024,BANKINDIA,2024,FY,6567,924280,screener_html,70581
31-03-2025,BANKINDIA,2025,FY,9552,1056425,screener_html,80725
31-03-2026,BANKINDIA,2026,FY,10309,1179552,screener_html,89958
31-03-2013,BATAINDIA,2013,FY,191,1382,screener_html,840
31-03-2015,BATAINDIA,2015,FY,231,1637,screener_html,1021
31-03-2016,BATAINDIA,2016,FY,217,1733,screener_html,1221
31-03-2017,BATAINDIA,2017,FY,159,1923,screener_html,1324
31-03-2018,BATAINDIA,2018,FY,221,2141,screener_html,1474
31-03-2019,BATAINDIA,2019,FY,329,2474,screener_html,1742
31-03-2020,BATAINDIA,2020,FY,329,3732,screener_html,1894
31-03-2021,BATAINDIA,2021,FY,-89,3332,screener_html,1758
31-03-2022,BATAINDIA,2022,FY,103,3525,screener_html,1814
31-03-2023,BATAINDIA,2023,FY,323,3272,screener_html,1438
31-03-2024,BATAINDIA,2024,FY,263,3350,screener_html,1527
31-03-2025,BATAINDIA,2025,FY,331,3691,screener_html,1524
31-03-2014,BBTC,2014,FY,402,3682,screener_html,1294
31-03-2015,BBTC,2015,FY,696,4493,screener_html,1566
31-03-2016,BBTC,2016,FY,792,5148,screener_html,1913
31-03-2017,BBTC,2017,FY,858,7391,screener_html,3678
31-03-2018,BBTC,2018,FY,773,8332,screener_html,3964
31-03-2019,BBTC,2019,FY,1189,9427,screener_html,4417
31-03-2020,BBTC,2020,FY,1280,11329,screener_html,5094
31-03-2021,BBTC,2021,FY,1278,12418,screener_html,5476
31-03-2022,BBTC,2022,FY,809,15251,screener_html,5497
31-03-2023,BBTC,2023,FY,-534,15677,screener_html,4032
31-03-2024,BBTC,2024,FY,1689,11911,screener_html,4628
31-03-2025,BBTC,2025,FY,2199,14193,screener_html,6258
31-03-2013,BDL,2013,FY,279,7251,screener_html,1051
31-03-2015,BDL,2015,FY,444,8412,screener_html,1653
31-03-2016,BDL,2016,FY,562,9641,screener_html,1851
31-03-2017,BDL,2017,FY,524,8407,screener_html,2195
31-03-2018,BDL,2018,FY,528,6657,screener_html,1956
31-03-2019,BDL,2019,FY,423,5523,screener_html,2268
31-03-2020,BDL,2020,FY,535,5750,screener_html,2607
31-03-2021,BDL,2021,FY,258,6030,screener_html,2684
31-03-2022,BDL,2022,FY,500,6636,screener_html,3030
31-03-2023,BDL,2023,FY,352,8756,screener_html,3211
31-03-2024,BDL,2024,FY,613,10426,screener_html,3637
31-03-2025,BDL,2025,FY,550,13068,screener_html,4217
31-03-2014,BEL,2014,FY,952,14980,screener_html,7220
31-03-2015,BEL,2015,FY,1197,15729,screener_html,8117
31-03-2016,BEL,2016,FY,1337,18605,screener_html,9246
31-03-2017,BEL,2017,FY,1523,17600,screener_html,7735
31-03-2018,BEL,2018,FY,1431,18965,screener_html,8016
31-03-2019,BEL,2019,FY,1887,20821,screener_html,9212
31-03-2020,BEL,2020,FY,1825,24351,screener_html,10072
31-03-2021,BEL,2021,FY,2100,29492,screener_html,11060
31-03-2022,BEL,2022,FY,2400,33912,screener_html,12286
31-03-2023,BEL,2023,FY,2986,35490,screener_html,13862
31-03-2024,BEL,2024,FY,3985,39524,screener_html,16326
31-03-2025,BEL,2025,FY,5323,42925,screener_html,21567
31-03-2022,BELRISE,2022,FY,262,4972,screener_html,1735
31-03-2023,BELRISE,2023,FY,314,5679,screener_html,2044
31-03-2024,BELRISE,2024,FY,314,6042,screener_html,2341
31-03-2025,BELRISE,2025,FY,355,8087,screener_html,4971
31-03-2014,BEML,2014,FY,6,4828,screener_html,2081
31-03-2015,BEML,2015,FY,6,4643,screener_html,2077
31-03-2016,BEML,2016,FY,64,4420,screener_html,2130
31-03-2017,BEML,2017,FY,85,4757,screener_html,2183
31-03-2018,BEML,2018,FY,130,4744,screener_html,2201
31-03-2019,BEML,2019,FY,63,5086,screener_html,2188
31-03-2020,BEML,2020,FY,64,5163,screener_html,2253
31-03-2021,BEML,2021,FY,69,5843,screener_html,2215
31-03-2022,BEML,2022,FY,129,5813,screener_html,2357
31-03-2023,BEML,2023,FY,158,5107,screener_html,2422
31-03-2024,BEML,2024,FY,282,5591,screener_html,2668
31-03-2025,BEML,2025,FY,293,5935,screener_html,2801
31-03-2014,BERGEPAINT,2014,FY,249,2595,screener_html,1120
31-03-2015,BERGEPAINT,2015,FY,265,2716,screener_html,1260
31-03-2016,BERGEPAINT,2016,FY,371,2877,screener_html,1562
31-03-2017,BERGEPAINT,2017,FY,474,3440,screener_html,1901
31-03-2018,BERGEPAINT,2018,FY,461,3943,screener_html,2194
31-03-2019,BERGEPAINT,2019,FY,494,4557,screener_html,2444
31-03-2020,BERGEPAINT,2020,FY,656,4900,screener_html,2660
31-03-2021,BERGEPAINT,2021,FY,720,5918,screener_html,3377
31-03-2022,BERGEPAINT,2022,FY,833,7211,screener_html,3927
31-03-2023,BERGEPAINT,2023,FY,860,7966,screener_html,4494
31-03-2024,BERGEPAINT,2024,FY,1170,8368,screener_html,5379
31-03-2025,BERGEPAINT,2025,FY,1183,9457,screener_html,6280
31-03-2015,BHARATFORG,2015,FY,760,8236,screener_html,3445
31-03-2016,BHARATFORG,2016,FY,675,8292,screener_html,3414
31-03-2017,BHARATFORG,2017,FY,711,8841,screener_html,4117
31-03-2018,BHARATFORG,2018,FY,754,9977,screener_html,4652
31-03-2019,BHARATFORG,2019,FY,1033,11578,screener_html,5376
31-03-2020,BHARATFORG,2020,FY,349,11482,screener_html,5220
31-03-2021,BHARATFORG,2021,FY,-127,13088,screener_html,5415
31-03-2022,BHARATFORG,2022,FY,1077,15492,screener_html,6571
31-03-2023,BHARATFORG,2023,FY,508,18235,screener_html,6705
31-03-2024,BHARATFORG,2024,FY,910,19184,screener_html,7170
31-03-2025,BHARATFORG,2025,FY,913,19968,screener_html,9254
31-03-2026,BHARATFORG,2026,FY,1089,22260,screener_html,9580
31-03-2014,BHARTIARTL,2014,FY,3019,181492,screener_html,59756
31-03-2015,BHARTIARTL,2015,FY,5048,181939,screener_html,39777
31-03-2016,BHARTIARTL,2016,FY,6893,224472,screener_html,66770
31-03-2017,BHARTIARTL,2017,FY,4241,232322,screener_html,67457
31-03-2018,BHARTIARTL,2018,FY,2184,249521,screener_html,69535
31-03-2019,BHARTIARTL,2019,FY,1688,274026,screener_html,71423
31-03-2020,BHARTIARTL,2020,FY,-30664,359091,screener_html,77145
31-03-2021,BHARTIARTL,2021,FY,-12364,344417,screener_html,58953
31-03-2022,BHARTIARTL,2022,FY,8305,361207,screener_html,66554
31-03-2023,BHARTIARTL,2023,FY,12287,444557,screener_html,77563
31-03-2024,BHARTIARTL,2024,FY,8558,442019,screener_html,82019
31-03-2025,BHARTIARTL,2025,FY,37481,523863,screener_html,117796
31-03-2019,BHARTIHEXA,2019,FY,-722,11341,screener_html,5768
31-03-2020,BHARTIHEXA,2020,FY,-2716,15435,screener_html,3020
31-03-2021,BHARTIHEXA,2021,FY,-1034,15004,screener_html,1986
31-03-2022,BHARTIHEXA,2022,FY,1675,16674,screener_html,3660
31-03-2023,BHARTIHEXA,2023,FY,549,18253,screener_html,4210
31-03-2024,BHARTIHEXA,2024,FY,504,18517,screener_html,4639
31-03-2025,BHARTIHEXA,2025,FY,1494,18974,screener_html,6245
31-03-2015,BHEL,2015,FY,1450,70983,screener_html,34207
31-03-2016,BHEL,2016,FY,-706,65577,screener_html,32315
31-03-2017,BHEL,2017,FY,455,61698,screener_html,32389
31-03-2018,BHEL,2018,FY,438,63940,screener_html,32335
31-03-2019,BHEL,2019,FY,1002,64490,screener_html,30904
31-03-2020,BHEL,2020,FY,-1468,60291,screener_html,28660
31-03-2021,BHEL,2021,FY,-2700,55960,screener_html,25983
31-03-2022,BHEL,2022,FY,445,56991,screener_html,26506
31-03-2023,BHEL,2023,FY,654,57664,screener_html,24378
31-03-2024,BHEL,2024,FY,282,59784,screener_html,24438
31-03-2025,BHEL,2025,FY,534,68849,screener_html,24722
31-03-2026,BHEL,2026,FY,1600,76186,screener_html,26146
31-03-2020,BIKAJI,2020,FY,56,677,screener_html,529
31-03-2021,BIKAJI,2021,FY,90,817,screener_html,605
31-03-2022,BIKAJI,2022,FY,76,1102,screener_html,821
31-03-2023,BIKAJI,2023,FY,136,1271,screener_html,956
31-03-2024,BIKAJI,2024,FY,263,1530,screener_html,1218
31-03-2025,BIKAJI,2025,FY,194,2191,screener_html,1499
31-03-2015,BIOCON,2015,FY,528,6375,screener_html,3271
31-03-2016,BIOCON,2016,FY,609,8458,screener_html,4034
31-03-2017,BIOCON,2017,FY,688,9394,screener_html,4838
31-03-2018,BIOCON,2018,FY,453,9990,screener_html,5181
31-03-2019,BIOCON,2019,FY,1003,12192,screener_html,6098
31-03-2020,BIOCON,2020,FY,871,14414,screener_html,6706
31-03-2021,BIOCON,2021,FY,846,18490,screener_html,7627
31-03-2022,BIOCON,2022,FY,772,20342,screener_html,8432
31-03-2023,BIOCON,2023,FY,643,51742,screener_html,17867
31-03-2024,BIOCON,2024,FY,1298,55753,screener_html,19783
31-03-2025,BIOCON,2025,FY,1429,58540,screener_html,21644
31-03-2026,BIOCON,2026,FY,369,63651,screener_html,34031
31-03-2015,BLS,2015,FY,24,103,screener_html,83
31-03-2016,BLS,2016,FY,31,137,screener_html,118
31-03-2017,BLS,2017,FY,50,297,screener_html,165
31-03-2018,BLS,2018,FY,97,470,screener_html,260
31-03-2019,BLS,2019,FY,105,475,screener_html,372
31-03-2020,BLS,2020,FY,52,469,screener_html,428
31-03-2021,BLS,2021,FY,50,498,screener_html,460
31-03-2022,BLS,2022,FY,111,633,screener_html,570
31-03-2023,BLS,2023,FY,204,945,screener_html,803
31-03-2024,BLS,2024,FY,326,1616,screener_html,1207
31-03-2025,BLS,2025,FY,540,3339,screener_html,2130
31-03-2015,BLUEDART,2015,FY,129,988,screener_html,308
31-03-2016,BLUEDART,2016,FY,197,1265,screener_html,382
31-03-2017,BLUEDART,2017,FY,140,1397,screener_html,430
31-03-2018,BLUEDART,2018,FY,145,1503,screener_html,532
